time,coin,dir,px,sz,ntl,fee,closedPnl
27/12/2025 - 21:18:17,BTC,Close Short,88014,0.00019,16.72266,0.002508,-0.006915999999999999
27/12/2025 - 21:18:36,BTC,Close Short,88014,0.00002,1.76028,0.000264,-0.000728
27/12/2025 - 21:25:26,BTC,Close Short,87998,0.00018,15.839640000000001,0.002375,-0.003671
27/12/2025 - 21:25:32,BTC,Close Short,87998,0.01923,1692.20154,0.25383,-0.392286
27/12/2025 - 21:27:21,BTC,Open Short,88021,0.00034,29.92714,0.004489,-0.004489
27/12/2025 - 21:28:19,BTC,Open Short,88021,0.00019,16.72399,0.002508,-0.002508
27/12/2025 - 21:28:40,BTC,Open Short,88021,0.01377,1212.04917,0.181806,-0.181806
27/12/2025 - 21:29:50,BTC,Open Short,88037,0.00682,600.41234,0.090061,-0.090061
27/12/2025 - 21:30:26,BTC,Open Short,88037,0.00001,0.8803700000000001,0.000132,-0.000132
27/12/2025 - 22:02:36,BTC,Open Short,87866,0.00908,797.82328,0.35902,-0.35902
27/12/2025 - 22:02:36,BTC,Open Short,87866,0.00481,422.63546,0.190185,-0.190185
27/12/2025 - 22:02:39,BTC,Open Short,87866,0.00623,547.40518,0.246332,-0.246332
27/12/2025 - 22:02:39,BTC,Open Short,87866,0.0033,289.9578,0.130481,-0.130481
27/12/2025 - 22:02:47,BTC,Open Short,87863,0.00623,547.38649,0.246323,-0.246323
27/12/2025 - 22:02:50,BTC,Open Short,87864,0.00428,376.05791999999997,0.169226,-0.169226
27/12/2025 - 22:02:50,BTC,Open Short,87864,0.00227,199.45128,0.089753,-0.089753
27/12/2025 - 22:02:53,BTC,Open Short,87863,0.00428,376.05364,0.169224,-0.169224
27/12/2025 - 22:02:57,BTC,Open Short,87866,0.00301,264.47666,0.119014,-0.119014
27/12/2025 - 22:03:01,BTC,Open Short,87878,0.00159,139.72602,0.020958,-0.020958
27/12/2025 - 22:03:21,BTC,Open Short,87891,0.00218,191.60238,0.086221,-0.086221
27/12/2025 - 22:03:25,BTC,Open Short,87894,0.00218,191.60892,0.086224,-0.086224
27/12/2025 - 22:03:28,BTC,Open Short,87894,0.00218,191.60892,0.086224,-0.086224
27/12/2025 - 22:03:31,BTC,Open Short,87894,0.00218,191.60892,0.086224,-0.086224
27/12/2025 - 22:03:34,BTC,Open Short,87895,0.00218,191.6111,0.086224,-0.086224
27/12/2025 - 22:03:37,BTC,Open Short,87895,0.00218,191.6111,0.086224,-0.086224
27/12/2025 - 22:03:40,BTC,Open Short,87895,0.00218,191.6111,0.086224,-0.086224
27/12/2025 - 22:03:43,BTC,Open Short,87895,0.00218,191.6111,0.086224,-0.086224
27/12/2025 - 22:03:47,BTC,Open Short,87896,0.00218,191.61328,0.086225,-0.086225
27/12/2025 - 22:03:50,BTC,Open Short,87896,0.00218,191.61328,0.086225,-0.086225
27/12/2025 - 22:18:16,BTC,Close Short,87935,0.0002,17.587,0.002638,-0.0023380000000000002
27/12/2025 - 22:19:54,BTC,Close Short,87935,0.00025,21.98375,0.003297,-0.002922
27/12/2025 - 22:21:59,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:23:19,BTC,Close Short,87935,0.00022,19.3457,0.002901,-0.002571
27/12/2025 - 22:23:32,BTC,Close Short,87935,0.00021,18.466350000000002,0.002769,-0.002454
27/12/2025 - 22:24:07,BTC,Close Short,87935,0.00002,1.7587000000000002,0.000263,-0.000233
27/12/2025 - 22:24:19,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:24:26,BTC,Close Short,87935,0.02,1758.7,0.263805,-0.233805
27/12/2025 - 22:25:03,BTC,Close Short,87935,0.00089,78.26214999999999,0.011739,-0.010404
27/12/2025 - 22:26:26,BTC,Close Short,87935,0.00455,400.10425000000004,0.060015,-0.05319
27/12/2025 - 22:27:07,BTC,Close Short,87935,0.0125,1099.1875,0.164878,-0.146128
27/12/2025 - 22:27:08,BTC,Close Short,87935,0.0125,1099.1875,0.164878,-0.146128
27/12/2025 - 22:28:50,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:29:56,BTC,Close Short,87935,0.00029,25.50115,0.003825,-0.00339
27/12/2025 - 22:30:07,BTC,Close Short,87935,0.00031,27.25985,0.004088,-0.0036229999999999995
27/12/2025 - 22:30:15,BTC,Close Short,87935,0.0013,114.3155,0.017147,-0.015196999999999999
27/12/2025 - 22:31:03,BTC,Close Short,87935,0.00022,19.3457,0.002901,-0.002571
27/12/2025 - 22:31:08,BTC,Close Short,87935,0.00047,41.32945,0.006199,-0.005494
27/12/2025 - 22:33:17,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:33:34,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:33:48,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:34:17,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:34:35,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:34:41,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:35:15,BTC,Close Short,87935,0.00029,25.50115,0.003825,-0.00339
27/12/2025 - 22:35:29,BTC,Close Short,87935,0.00029,25.50115,0.003825,-0.00339
27/12/2025 - 22:35:41,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:35:56,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:36:04,BTC,Close Short,87935,0.00134,117.83290000000001,0.017674,-0.015663999999999997
27/12/2025 - 22:36:12,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:36:18,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:36:43,BTC,Close Short,87935,0.00014,12.310899999999998,0.001846,-0.0016359999999999999
27/12/2025 - 22:37:02,BTC,Close Short,87935,0.00029,25.50115,0.003825,-0.00339
27/12/2025 - 22:37:27,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:37:40,BTC,Close Short,87935,0.0002,17.587,0.002638,-0.0023380000000000002
27/12/2025 - 22:37:55,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:38:03,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:38:21,BTC,Close Short,87935,0.0002,17.587,0.002638,-0.0023380000000000002
27/12/2025 - 22:38:59,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:39:20,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:39:37,BTC,Close Short,87935,0.0002,17.587,0.002638,-0.0023380000000000002
27/12/2025 - 22:39:57,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:39:58,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:40:21,BTC,Close Short,87935,0.0002,17.587,0.002638,-0.0023380000000000002
27/12/2025 - 22:41:43,BTC,Close Short,87935,0.00046,40.4501,0.006067,-0.005377000000000001
27/12/2025 - 22:44:27,BTC,Close Short,87935,0.00029,25.50115,0.003825,-0.00339
27/12/2025 - 22:44:52,BTC,Close Short,87935,0.00018,15.8283,0.002374,-0.002104
27/12/2025 - 22:45:31,BTC,Close Short,87935,0.00589,517.93715,0.07769,-0.068855
27/12/2025 - 22:46:18,BTC,Close Short,87935,0.00057,50.122949999999996,0.007518,-0.0066630000000000005
27/12/2025 - 22:47:33,BTC,Close Short,87935,0.00031,27.25985,0.004088,-0.0036229999999999995
27/12/2025 - 22:47:55,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:48:49,BTC,Close Short,87935,0.00031,27.25985,0.004088,-0.0036229999999999995
27/12/2025 - 22:49:03,BTC,Close Short,87935,0.00021,18.466350000000002,0.002769,-0.002454
27/12/2025 - 22:49:44,BTC,Close Short,87935,0.00022,19.3457,0.002901,-0.002571
27/12/2025 - 22:50:32,BTC,Close Short,87935,0.00025,21.98375,0.003297,-0.002922
27/12/2025 - 22:53:33,BTC,Close Short,87935,0.00019,16.70765,0.002506,-0.002221
27/12/2025 - 22:54:29,BTC,Close Short,87935,0.0017,149.4895,0.022423,-0.019873
27/12/2025 - 22:54:32,BTC,Close Short,87935,0.00122,107.2807,0.016092,-0.014261999999999999
27/12/2025 - 23:00:46,BTC,Close Short,87935,0.05667,4983.276449999999,0.747491,-0.662486
27/12/2025 - 23:14:22,BTC,Open Short,87961,0.0002,17.592200000000002,0.002638,-0.002638
27/12/2025 - 23:16:16,BTC,Open Short,87961,0.00022,19.35142,0.002902,-0.002902
27/12/2025 - 23:17:44,BTC,Open Short,87961,0.00019,16.712590000000002,0.002506,-0.002506
27/12/2025 - 23:20:36,BTC,Open Short,87961,0.00022,19.35142,0.002902,-0.002902
27/12/2025 - 23:20:37,BTC,Open Short,87961,0.00044,38.70284,0.005805,-0.005805
27/12/2025 - 23:20:47,BTC,Open Short,87961,0.02035,1790.00635,0.2685,-0.2685
27/12/2025 - 23:20:50,BTC,Open Short,87982,0.0005,43.991,0.006598,-0.006598
27/12/2025 - 23:20:51,BTC,Open Short,87982,0.01095,963.4028999999999,0.14451,-0.14451
27/12/2025 - 23:23:22,BTC,Close Short,87926,0.02162,1900.96012,0.285144,0.6272199999999999
27/12/2025 - 23:23:22,BTC,Close Short,87904,0.01145,1006.5008,0.150975,0.584115
27/12/2025 - 23:23:22,BTC,Open Long,87855,0.00547,480.56685,0.072085,-0.072085
27/12/2025 - 23:23:22,BTC,Open Long,87746,0.00252,221.11992,0.033167,-0.033167
27/12/2025 - 23:23:34,BTC,Close Long,88031,0.00547,481.52957,0.072229,1.0786589999999998
27/12/2025 - 23:23:34,BTC,Close Long,88140,0.00252,222.11280000000002,0.033316,0.771572
27/12/2025 - 23:23:34,BTC,Open Short,88383,0.00114,100.75662,0.015113,-0.015113
27/12/2025 - 23:28:32,BTC,Open Short,88023,0.00107,94.18460999999999,0.014127,-0.014127
27/12/2025 - 23:29:40,BTC,Open Short,88023,0.00022,19.36506,0.002904,-0.002904
27/12/2025 - 23:39:01,BTC,Open Short,88023,0.01548,1362.5960400000001,0.204388,-0.204388
27/12/2025 - 23:39:05,BTC,Open Short,88023,0.00468,411.94764000000004,0.061792,-0.061792
27/12/2025 - 23:39:36,BTC,Open Short,88045,0.00002,1.7609000000000001,0.000264,-0.000264
27/12/2025 - 23:41:31,BTC,Open Short,88045,0.00018,15.8481,0.002377,-0.002377
27/12/2025 - 23:41:39,BTC,Open Short,88045,0.00021,18.48945,0.002773,-0.002773
27/12/2025 - 23:41:50,BTC,Open Short,88045,0.00043,37.85935,0.005678,-0.005678
27/12/2025 - 23:45:08,BTC,Open Short,88045,0.01051,925.3529500000001,0.138802,-0.138802
27/12/2025 - 23:55:34,BTC,Open Short,88094,0.00035,30.8329,0.004624,-0.004624
27/12/2025 - 23:55:41,BTC,Open Short,88094,0.00019,16.73786,0.00251,-0.00251
27/12/2025 - 23:55:47,BTC,Open Short,88094,0.00021,18.49974,0.002774,-0.002774
27/12/2025 - 23:57:04,BTC,Open Short,88094,0.0004,35.2376,0.005285,-0.005285
27/12/2025 - 23:57:12,BTC,Open Short,88094,0.00032,28.190080000000002,0.004228,-0.004228
28/12/2025 - 00:00:05,BTC,Close Short,87995,0.00021,18.47895,0.002771,0.007624
28/12/2025 - 00:01:01,BTC,Close Short,88000,0.001,88,0.013199,0.031300999999999995
28/12/2025 - 00:14:41,BTC,Close Short,88023,0.01888,1661.87424,0.249281,0.156639
28/12/2025 - 00:15:54,BTC,Short > Long,88001,0.04342,3821.00342,1.71945,-1.05303
28/12/2025 - 00:15:54,BTC,Open Long,88027.1122227055,0.02299,2023.7433099999994,0.910683,-0.910683
28/12/2025 - 00:15:54,BTC,Open Long,88033,0.011,968.3629999999999,0.435763,-0.435763
28/12/2025 - 00:16:02,BTC,Open Long,88011,0.04342,3821.43762,1.719646,-1.719646
28/12/2025 - 00:16:02,BTC,Open Long,88021.3625154131,0.00811,713.8532500000001,0.321233,-0.321233
28/12/2025 - 00:16:10,BTC,Open Long,88009,0.00002,1.76018,0.000792,-0.000792
28/12/2025 - 00:19:42,BTC,Close Long,87994,0.00019,16.71886,0.002507,-0.006421
28/12/2025 - 00:22:42,BTC,Close Long,87994,0.00037,32.55778,0.004883,-0.012505
28/12/2025 - 00:22:48,BTC,Close Long,87994,0.005,439.97,0.065995,-0.168995
28/12/2025 - 00:22:53,BTC,Close Long,87994,0.005,439.97,0.065995,-0.168995
28/12/2025 - 00:23:03,BTC,Close Long,87994,0.03273,2880.0436200000004,0.432005,-1.106243
28/12/2025 - 00:23:07,BTC,Close Long,87994,0.00013,11.439219999999999,0.001715,-0.004392999999999999
28/12/2025 - 00:25:03,BTC,Close Long,88000,0.00018,15.840000000000002,0.002376,-0.005004
28/12/2025 - 00:27:27,BTC,Close Long,88000,0.00018,15.840000000000002,0.002376,-0.005004
28/12/2025 - 00:27:32,BTC,Close Long,88000,0.0002,17.6,0.002639,-0.005559
28/12/2025 - 00:29:21,BTC,Close Long,88000,0.00048,42.24,0.006335,-0.013343
28/12/2025 - 00:33:00,BTC,Close Long,88000,0.0022,193.60000000000002,0.029039,-0.061159000000000005
28/12/2025 - 00:34:58,BTC,Close Long,88000,0.00018,15.840000000000002,0.002376,-0.005004
28/12/2025 - 00:36:10,BTC,Close Long,88000,0.00051,44.88,0.006731,-0.014177
28/12/2025 - 00:43:06,BTC,Close Long,88000,0.00227,199.76,0.029963,-0.063105
28/12/2025 - 00:43:45,BTC,Close Long,88000,0.00665,585.1999999999999,0.087779,-0.184869
28/12/2025 - 00:44:30,BTC,Close Long,88000,0.00665,585.1999999999999,0.087779,-0.184869
28/12/2025 - 00:45:09,BTC,Close Long,88000,0.001,88,0.013199,-0.027799
28/12/2025 - 00:45:24,BTC,Close Long,88000,0.01745,1535.6,0.230339,-0.485109
28/12/2025 - 00:47:21,BTC,Close Long,88000,0.00547,481.36,0.072204,-0.152066
28/12/2025 - 00:47:23,BTC,Close Long,88021,0.01217,1071.21557,0.160681,-0.08279299999999999
28/12/2025 - 00:53:11,BTC,Open Long,88028,0.00019,16.72532,0.002508,-0.002508
28/12/2025 - 00:54:24,BTC,Open Long,88028,0.00019,16.72532,0.002508,-0.002508
28/12/2025 - 00:54:50,BTC,Open Long,88028,0.00114,100.35191999999999,0.015052,-0.015052
28/12/2025 - 00:56:40,BTC,Open Long,88028,0.0015,132.042,0.019806,-0.019806
28/12/2025 - 00:57:54,BTC,Open Long,88028,0.00032,28.168960000000002,0.004225,-0.004225
28/12/2025 - 00:57:59,BTC,Open Long,88028,0.00018,15.845040000000001,0.002376,-0.002376
28/12/2025 - 00:58:41,BTC,Open Long,88028,0.00019,16.72532,0.002508,-0.002508
28/12/2025 - 01:01:08,BTC,Open Long,88028,0.00425,374.119,0.056117,-0.056117
28/12/2025 - 01:01:35,BTC,Open Long,88028,0.00079,69.54212,0.010431,-0.010431
28/12/2025 - 01:04:08,BTC,Open Long,88028,0.00019,16.72532,0.002508,-0.002508
28/12/2025 - 01:05:54,BTC,Open Long,88028,0.0016,140.84480000000002,0.021126,-0.021126
28/12/2025 - 01:07:17,BTC,Open Long,88028,0.00021,18.48588,0.002772,-0.002772
28/12/2025 - 01:07:21,BTC,Open Long,88028,0.0002,17.605600000000003,0.00264,-0.00264
28/12/2025 - 01:07:36,BTC,Open Long,88028,0.00018,15.845040000000001,0.002376,-0.002376
28/12/2025 - 01:08:17,BTC,Open Long,88028,0.00025,22.007,0.003301,-0.003301
28/12/2025 - 01:10:29,BTC,Open Long,88028,0.00036,31.690080000000002,0.004753,-0.004753
28/12/2025 - 01:11:19,BTC,Open Long,88028,0.00211,185.73908,0.02786,-0.02786
28/12/2025 - 01:13:09,BTC,Open Long,88028,0.00019,16.72532,0.002508,-0.002508
28/12/2025 - 01:13:57,BTC,Open Long,88028,0.00018,15.845040000000001,0.002376,-0.002376
28/12/2025 - 01:16:27,BTC,Open Long,88028,0.00036,31.690080000000002,0.004753,-0.004753
28/12/2025 - 01:16:39,BTC,Open Long,88028,0.00148,130.28144,0.019542,-0.019542
28/12/2025 - 01:18:13,BTC,Open Long,88028,0.001,88.028,0.013204,-0.013204
28/12/2025 - 01:18:32,BTC,Open Long,88028,0.00078,68.66184,0.010299,-0.010299
28/12/2025 - 01:21:09,BTC,Open Long,88028,0.00034,29.929520000000004,0.004489,-0.004489
28/12/2025 - 01:22:13,BTC,Open Long,88028,0.01,880.28,0.132042,-0.132042
28/12/2025 - 01:23:01,BTC,Open Long,88028,0.0015,132.042,0.019806,-0.019806
28/12/2025 - 01:30:14,BTC,Open Long,88028,0.0013,114.43639999999999,0.017165,-0.017165
28/12/2025 - 01:30:14,BTC,Open Long,88028,0.004,352.112,0.052816,-0.052816
28/12/2025 - 01:30:24,BTC,Open Long,88028,0.00048,42.25344,0.006338,-0.006338
28/12/2025 - 01:30:31,BTC,Open Long,88028,0.00585,514.9638,0.077244,-0.077244
28/12/2025 - 01:30:31,BTC,Open Long,88028,0.00032,28.168960000000002,0.004225,-0.004225
28/12/2025 - 01:30:50,BTC,Open Long,88028,0.00016,14.084480000000001,0.002112,-0.002112
28/12/2025 - 01:30:51,BTC,Open Long,88028,0.00016,14.084480000000001,0.002112,-0.002112
28/12/2025 - 01:30:53,BTC,Open Long,88028,0.00016,14.084480000000001,0.002112,-0.002112
28/12/2025 - 01:31:14,BTC,Open Long,88028,0.00012,10.56336,0.001584,-0.001584
28/12/2025 - 01:32:02,BTC,Open Long,88028,0.00048,42.25344,0.006338,-0.006338
28/12/2025 - 01:32:24,BTC,Open Long,88028,0.00048,42.25344,0.006338,-0.006338
28/12/2025 - 01:33:36,BTC,Open Long,88028,0.00023,20.24644,0.003036,-0.003036
28/12/2025 - 01:51:05,BTC,Open Long,88006,0.0028,246.4168,0.036962,-0.036962
28/12/2025 - 01:51:08,BTC,Open Long,88006,0.00995,875.6597,0.131348,-0.131348
28/12/2025 - 01:51:47,BTC,Open Long,88006,0.00037,32.562219999999996,0.004884,-0.004884
28/12/2025 - 01:51:54,BTC,Open Long,88006,0.00019,16.721140000000002,0.002508,-0.002508
28/12/2025 - 01:51:57,BTC,Open Long,88006,0.00018,15.841080000000002,0.002376,-0.002376
28/12/2025 - 01:52:02,BTC,Open Long,88006,0.00002,1.7601200000000001,0.000264,-0.000264
28/12/2025 - 01:52:20,BTC,Open Long,88006,0.00001,0.8800600000000001,0.000132,-0.000132
28/12/2025 - 01:53:49,BTC,Open Long,88006,0.00018,15.841080000000002,0.002376,-0.002376
28/12/2025 - 01:54:30,BTC,Open Long,88006,0.00023,20.24138,0.003036,-0.003036
28/12/2025 - 01:55:23,BTC,Open Long,88006,0.00029,25.52174,0.003828,-0.003828
28/12/2025 - 02:00:01,BTC,Open Long,88006,0.00043,37.84258,0.005676,-0.005676
28/12/2025 - 02:00:02,BTC,Open Long,88006,0.00031,27.281859999999998,0.004092,-0.004092
28/12/2025 - 02:36:15,BTC,Open Long,88006,0.00463,407.46777999999995,0.06112,-0.06112
28/12/2025 - 02:36:16,BTC,Open Long,88006,0.0029,255.21739999999997,0.038282,-0.038282
28/12/2025 - 02:36:18,BTC,Open Long,88006,0.0005,44.003,0.0066,-0.0066
28/12/2025 - 02:38:35,BTC,Open Long,87957,0.00019,16.711830000000003,0.002506,-0.002506
28/12/2025 - 02:39:06,BTC,Open Long,87957,0.00486,427.47101999999995,0.06412,-0.06412
28/12/2025 - 02:39:13,BTC,Open Long,87957,0.00595,523.34415,0.078501,-0.078501
28/12/2025 - 05:23:32,BTC,Close Long,88096,0.00501,441.36096,0.066204,0.355638
28/12/2025 - 05:24:35,BTC,Close Long,88096,0.00035,30.8336,0.004625,0.024845
28/12/2025 - 05:25:18,BTC,Close Long,88096,0.00021,18.50016,0.002775,0.014907
28/12/2025 - 05:27:21,BTC,Close Long,88096,0.00032,28.190720000000002,0.004228,0.022716
28/12/2025 - 05:28:18,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:28:32,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:28:49,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:29:04,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:29:18,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:29:33,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:29:48,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:30:03,BTC,Close Long,88096,0.00227,199.97791999999998,0.029996,0.161138
28/12/2025 - 05:31:35,BTC,Close Long,88096,0.00018,15.857280000000001,0.002378,0.012778
28/12/2025 - 05:32:19,BTC,Close Long,88096,0.00048,42.28608,0.006342,0.034074
28/12/2025 - 05:32:58,BTC,Close Long,88096,0.00114,100.42944,0.015064,0.08092400000000001
28/12/2025 - 05:33:02,BTC,Close Long,88096,0.01711,1507.32256,0.226098,1.2145640000000002
28/12/2025 - 05:33:49,BTC,Close Long,88113,0.00044,38.76972,0.005815,0.038713
28/12/2025 - 05:34:58,BTC,Close Long,88113,0.00018,15.86034,0.002379,0.015837
28/12/2025 - 05:36:02,BTC,Close Long,88113,0.00024,21.14712,0.003172,0.021116
28/12/2025 - 05:38:30,BTC,Close Long,88113,0.00019,16.74147,0.002511,0.016717
28/12/2025 - 05:39:53,BTC,Close Long,88113,0.00108,95.16204,0.014274,0.09502200000000001
28/12/2025 - 05:41:36,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:41:49,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:42:31,BTC,Close Long,88088,0.00022,19.379360000000002,0.002906,0.013858
28/12/2025 - 05:42:53,BTC,Close Long,88088,0.00024,21.14112,0.003171,0.015116999999999998
28/12/2025 - 05:47:48,BTC,Close Long,88088,0.0002,17.6176,0.002642,0.012598
28/12/2025 - 05:50:55,BTC,Close Long,88088,0.00021,18.49848,0.002774,0.013227999999999998
28/12/2025 - 05:50:59,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:51:11,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:52:58,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:53:11,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:54:02,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:54:15,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:54:28,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:54:40,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:54:53,BTC,Close Long,88088,0.00114,100.42031999999999,0.015063,0.07180500000000001
28/12/2025 - 05:56:56,BTC,Close Long,88088,0.01746,1538.01648,0.230702,1.09975
28/12/2025 - 05:56:56,BTC,Close Long,88088,0.00916,806.88608,0.121032,0.5769599999999999
28/12/2025 - 05:57:00,BTC,Long > Short,88110,0.02394,2109.3534,0.316403,0.36314100000000005
28/12/2025 - 05:57:48,BTC,Open Short,88100.9934703748,0.04135,3642.9760799999976,1.639339,-1.639339
28/12/2025 - 05:57:53,BTC,Open Short,88094,0.04135,3642.6868999999997,1.639209,-1.639209
28/12/2025 - 05:57:55,BTC,Open Short,88094,0.01378,1213.93532,0.54627,-0.54627
28/12/2025 - 05:57:57,BTC,Open Short,88093,0.00001,0.8809300000000001,0.000396,-0.000396
28/12/2025 - 06:00:38,BTC,Close Short,88098,0.00042,37.00116,0.00555,-0.005172
28/12/2025 - 06:09:44,BTC,Close Short,88125,0.00021,18.50625,0.002775,-0.008256
28/12/2025 - 06:10:01,BTC,Close Short,88125,0.00215,189.46875,0.02842,-0.084535
28/12/2025 - 06:14:10,BTC,Close Short,88125,0.00019,16.743750000000002,0.002511,-0.00747
28/12/2025 - 06:14:26,BTC,Close Short,88125,0.00019,16.743750000000002,0.002511,-0.00747
28/12/2025 - 06:15:26,BTC,Close Short,88125,0.00022,19.3875,0.002908,-0.00865
28/12/2025 - 06:16:08,BTC,Close Short,88125,0.0054,475.875,0.071381,-0.212321
28/12/2025 - 06:16:14,BTC,Close Short,88096,0.04266,3758.1753599999997,1.691178,-1.567464
28/12/2025 - 06:16:16,BTC,Close Short,88088,0.02259,1989.9079199999999,0.298486,-0.05225499999999997
28/12/2025 - 06:16:39,BTC,Close Short,88074,0.04266,3757.2368399999996,1.690755,-0.707703
28/12/2025 - 06:18:09,BTC,Open Long,88077,0.00021,18.49617,0.002774,-0.002774
28/12/2025 - 06:18:52,BTC,Long > Short,88100,0.00568,500.408,0.075061,0.012740000000000001
28/12/2025 - 06:20:58,BTC,Open Short,88100,0.00048,42.288000000000004,0.006342,-0.006342
28/12/2025 - 06:22:19,BTC,Open Short,88123,0.00027,23.793210000000002,0.003568,-0.003568
28/12/2025 - 06:22:26,BTC,Open Short,88118,0.02485,2189.7323,0.985379,-0.985379
28/12/2025 - 06:22:29,BTC,Open Short,88118,0.02485,2189.7323,0.985379,-0.985379
28/12/2025 - 06:22:33,BTC,Open Short,88118,0.01715,1511.2236999999998,0.226682,-0.226682
28/12/2025 - 06:22:40,BTC,Open Short,88118,0.00648,571.00464,0.08565,-0.08565
28/12/2025 - 06:23:35,BTC,Open Short,88125,0.00031,27.31875,0.004097,-0.004097
28/12/2025 - 06:23:43,BTC,Open Short,88127,0.02037,1795.14699,0.807816,-0.807816
28/12/2025 - 06:23:45,BTC,Open Short,88127,0.01642,1447.0453400000001,0.65117,-0.65117
28/12/2025 - 06:25:50,BTC,Close Short,88120,0.00018,15.861600000000001,0.002379,-0.0022890000000000002
28/12/2025 - 06:25:55,BTC,Close Short,88120,0.00042,37.010400000000004,0.005551,-0.005341
28/12/2025 - 06:28:40,BTC,Close Short,88120,0.00568,500.52160000000003,0.075078,-0.07223800000000001
28/12/2025 - 06:29:45,BTC,Close Short,88120,0.00021,18.505200000000002,0.002775,-0.00267
28/12/2025 - 06:30:00,BTC,Close Short,88120,0.01135,1000.162,0.150024,-0.14434899999999998
28/12/2025 - 06:32:57,BTC,Open Short,88143,0.00049,43.19007,0.006478,-0.006478
28/12/2025 - 06:35:24,BTC,Open Short,88144,0.01228,1082.40832,0.487083,-0.487083
28/12/2025 - 06:35:26,BTC,Open Short,88148,0.00505,445.1474,0.200316,-0.200316
28/12/2025 - 06:44:01,BTC,Close Short,88178,0.00018,15.87204,0.00238,-0.012046
28/12/2025 - 06:44:04,BTC,Close Short,88178,0.00038,33.50764,0.005026,-0.025432
28/12/2025 - 06:45:06,BTC,Close Short,88178,0.00226,199.28228,0.029892,-0.151254
28/12/2025 - 06:45:33,BTC,Close Short,88178,0.00246,216.91788,0.032537,-0.164639
28/12/2025 - 06:48:19,BTC,Open Short,88208,0.00032,28.226560000000003,0.004233,-0.004233
